rig_id,lease_name,first_date,last_date,lat_mean,lon_mean,api_lst,operator
569d01f0292274e426001105,BASELINE LE,2019-06-30,2020-03-29,39.99858033333333,-104.85169966666666,"['0500110363', '0500110385', '0500110378', '0500110384', '0500110372', '0500110379', '0500110365', '0500110371', '0500110374']",CHEVRON
569d01f0292274e426001105,RIO LC,2019-07-25,2019-09-07,39.999500857142856,-104.93982757142858,"['0500110466', '0500110457', '0500109945', '0500110462', '0500110467', '0500110468', '0500110461']",CHEVRON
569d01f0292274e426001105,SCHNEIDER HD,2019-09-14,2019-10-06,40.324040499999995,-104.82682975,"['0512346413', '0512346416', '0512346404', '0512346411']",CHEVRON
569d01f0292274e426001105,WILSON IC,2019-10-09,2019-11-19,40.259351,-104.95892,['0512345445'],CHEVRON
569d01f0292274e426001105,TOLLWAY LC,2019-11-22,2019-12-05,39.977443,-104.93844,['0500110446'],CHEVRON
569d01f0292274e426001105,POSTLE IC,2020-03-31,2020-06-05,40.24398311111111,-104.97775655555556,"['0512347374', '0512347400', '0512347383', '0512347381', '0512347382', '0512347384', '0512347371', '0512347379', '0512347373']",CHEVRON
569d01f0292274e426001105,TOWER LD,2020-07-22,2020-08-08,39.953356,-104.901758,['0500110296'],CHEVRON
569d01f0292274e426001105,GUS LD,2020-08-10,2020-08-22,39.953227,-104.885679,['0500110492'],CHEVRON
569d01f0292274e426001105,SALT RANCH FEE,2022-06-15,2022-06-29,40.914518,-104.584078,['0512347600'],UPLAND EXPLORATION INC
569d01f0292274e426001105,GUTTERSEN,2022-08-09,2022-12-09,40.25803454545455,-104.52462272727271,"['0512342414', '0512348913', '0512348916', '0512348938', '0512342419', '0512348937', '0512348915', '0512342416', '0512348939', '0512348935', '0512348911']",CHEVRON
569d01f0292274e426001105,KOLOA,2023-04-03,2023-04-10,40.66778633333333,-104.191505,"['0512350994', '0512350988', '0512350995', '0512350993', '0512350990', '0512350991']",BISON IV OPERATING LLC
569d01f0292274e426001105,MOTTLED 8-59,2023-10-29,2023-10-30,40.613274999999994,-104.025981,"['0512348219', '0512348224', '0512348226']",BISON IV OPERATING LLC
569d01f0292274e426001105,ANCONA,2023-12-17,2023-12-22,40.631522,-104.2226,['0512351127'],BISON IV OPERATING LLC
569d0159292274e426000190,WINDER SOUTH #2,2016-08-29,2016-11-12,40.50268173218,-104.88962554932,"['0512343404', '0512343407', '0512343405']",CIVITAS RESOURCES
569d0159292274e426000190,MICKEY #1,2016-11-29,2017-03-18,40.5163269043,-104.9137878418,"['0512343853', '0512343857', '0512343947', '0512343856', '0512343852']",CIVITAS RESOURCES
569d0159292274e426000190,RBF #10,2017-04-16,2017-06-10,40.47432327271,-104.87139892578,"['0512344442', '0512344449', '0512344440', '0512344439', '0512344447', '0512344446']",CIVITAS RESOURCES
569d0159292274e426000190,MCGIRR #12C,2017-06-15,2017-09-02,40.36928939819,-104.96607208252,"['0506906488', '0506906491', '0506906487', '0506906490', '0506906489', '0506906493', '0506906496', '0506906495', '0506906497']",CIVITAS RESOURCES
569d0159292274e426000190,MLD #2,2017-08-20,2017-09-02,40.30396652222,-104.99606323242,['0512344812'],CIVITAS RESOURCES
569d0159292274e426000190,OLANDER,2019-06-28,2019-10-06,40.20281,-105.02507777777777,"['0512347546', '0512347545', '0512347543', '0512347553', '0512347549', '0512347547', '0512347544', '0512347537', '0512347554']",CUB CREEK ENERGY
569d0159292274e4260001ce,HIGHLANDS #15N-9HZ,2016-10-03,2016-12-17,40.07205581665,-104.77584838867,"['0512342617', '0512342611', '0512342619', '0512342609', '0512342615', '0512342612', '0512342613', '0512342621', '0512342610']",OCCIDENTAL
569d0159292274e4260001ce,S.S. MINNOW #14C-14HZ,2017-04-05,2017-06-03,40.18631744385,-104.86066436768,"['0512344169', '0512344168']",OCCIDENTAL
569d0159292274e4260001ce,BUTTERBALL #22N-34HZ,2017-05-29,2017-07-15,40.15864944458,-104.88452148438,"['0512344518', '0512344519', '0512344521']",OCCIDENTAL
569d0159292274e4260001ce,KING #26N-5HZ,2017-06-25,2017-08-12,40.07200622559,-104.79312896729,"['0512344230', '0512344229', '0512344231']",OCCIDENTAL
569d0159292274e4260001ce,CANNON #2N-4HZ,2017-08-03,2017-09-02,40.18814849854,-104.67406463623,"['0512344795', '0512344796']",OCCIDENTAL
569d0159292274e4260001ce,CASTLE PINES,2018-12-23,2019-02-16,40.117678000000005,-104.814076,"['0512347715', '0512347713', '0512347720']",OCCIDENTAL
569d0159292274e4260001ce,OJB,2019-02-09,2019-05-11,40.0471005,-104.76765266666666,"['0512348803', '0512348984', '0512348982', '0512348978', '0512348796', '0512348802']",OCCIDENTAL
569d0159292274e4260001ce,MC,2019-05-23,2019-06-29,40.076948,-104.99787850000001,"['0512349760', '0512349758']",OCCIDENTAL
569d0159292274e4260001ce,STANLEY,2019-07-02,2019-10-04,40.07433645454545,-104.99507272727273,"['0512349779', '0512349774', '0512349767', '0512349773', '0512349770', '0512349765', '0512349764', '0512349763', '0512349771', '0512349766', '0512349769', '0512349768', '0512349772']",OCCIDENTAL
